review,rating
1 Highly Ultra deep base sound feel like vibrations2 Good battery backup can standby upto 9 hours3 good sound quality4 Light weight like 120 grams for wearing5 Cool Design and easily foldable for carry outREAD MORE,4
Nice product. And so cool and totally save desgin.. In this headphone sound quality is so perfect. And comfortable folded in box. Totally this Price compersion is much better than product.READ MORE,5
Boat Rockerz 400 sound quality is  perfect bass is awesome battery life too good but u see there is a but . The desgin of the headset is not good its not comfortable once u start using for 1hour ur ear starts to sweat and u feel very uncomfortable because it locks ur ear very tightly if u loosen it it won't fit on ur ears it'll start slipping off overall good product in low cost but boat should have tought of the design first ....READ MORE,3
Nice headphones with excellent sound quality. Easy to toggle. Comfortable as well. Worth the price I'd say.READ MORE,5
The bass the sound is aswsome. You will not face any issues with the sound as its bass is awesome. It will feel like you are in a djparty with best woofers. The bass is mindblowing. But the comfort level is lottle low. Boat has to make it headphone in a oval shape but these are in circle thats why ypu eyes will start paing within 10 min . But if you use for a month then maybe they will get loose.But boat had to make its shape in little oval style because then they are perfectly fir for ear as...READ MORE,5
Although best in market Worth every penny of INR 1099Never buyed so cool headphones Must buy one of the best selling products On FLIPKART And yes dont forgot about 2 free cables Plz like my reviewREAD MORE,5
Everything is nice about this headphones . Design and quality is like premium . But it seems little tight. However it's a good product and priceworthy .One must buy it if it's price is up to 1100 RS.READ MORE,5
"Awesome!... using this headphone from last 5-6 months and it's worth for every penny! The only problem is ,you can't wear it for a very long use.. otherwise , it's best if you don't have to spend most of your time listening ...😍 I am loving it!READ MORE",4
"Best Sound  quality  , perfect bass , but build quality is not so good , and aux cable defected, and LED  light not so good ...READ MORE",5
Good product in affordable price with smooth sound of music  ..Bass is moderate so that feel good to listen👍👍READ MORE,5
"Headphone is good ..but it is not working reduce its sound and to do more.. in which the song has been given to return and back , its correct but it is just right to make the sound of the song more  is not...READ MORE",5
Product is awesome 👌 and... Design are perfect. Everything is ok and audio cable is long and .. branded USB CABLE . Feel like heaven 😇💙.READ MORE,5
"This is the headphone i loved too much upto now.It has everything that i want with clear and loud sound with high connectivity of bluetooth. I tried it in phone and laptop, it seems perfect for my devices.The red colour varient and classic design feels standard. There we get one aux cable also, which allows us to use it by wire also instead of bluetooth.You can use aux cable when charging is low.The main factor i.e. battery has so long backup upto 8 hours. I am surprised by this product a...READ MORE",5
Good headphone in affordable priceBut it has its own limitations1- poor bluetooth connectivity means it has hardly 7-8 meter of range2-average battery life. You have to charge after every 2-3 hours of usageOtherwise it's a good headphone in this price rangeReview written after 2-3 months of regular usage u can rely on thisAlso delivery services of flipkart is awesome they delivered the product befor time.READ MORE,3
"Good design, sound quality and battery backup. Pain free from in ear headphones. ConsRange is not good enough, hardly 6 feet, that also if you go behind a half wall it dropsCannot connect to multiple devices (laptop + phone) like othersREAD MORE",4
Amazing product sound bass is awesome.  Battery backup is great . Just go for it without any hesitation.  I'm in love with my headset . I'm using it about 6 month. Tnx flipkart ❤READ MORE,5
Nice Product .. Strong & Light weight .. also fit to my 9 Yrs Son in class-4 .. enjoying his online classesREAD MORE,4
"I am not sure if your feedbacks are valuable.The boat company reach them then only giving feedback makes sense.So it have great sound, not very much clear on calls but decent. Most important it has to be little softer with the grip on skull. It's too tight.READ MORE",4
awesome bass sound quality very good battery long life and I have a purchase Rs.1099 only really grateful product don't forget to likeREAD MORE,5
Hear lots of things about this but fact is that sound quality is really awesome and bass is excellent looks and design is perfect but yaar bass dil chu liya Pubg m v buht mast kaam kar raha hai Latency time is perfect few micro second that doesn't matter.But one thing when you play pubg then set volume moderate level otherwise due to high. Bass your ear get pain and headache too but sound quality lajawaabREAD MORE,5
Just received today... So thank you for fast delivery...😊... First of all this is my second time purchase of this headphone... And in this range... This headphone is like a dream... 😊READ MORE,5
"I love this headphone .It is amazing and super easy to use and I would personally recommend it very much.But there is only one problem that it doesn't work in a meeting of Google meet ,It doesn't cathes the voice and especially when you are having your meeting on a laptopREAD MORE",4
Bought this headphone on 16 June 2020. It's been a few days I've been using it. So far the battery backup is superb in this price segment. While the sound and bass is crystal clear and the noise cancellation works very well. A small complaint is regarding the design. After wearing it for an hour the ears stars paining due to small ears caps and tight build. Overall a good product for people who can comprise on the ear pain.READ MORE,4
Value for money Excellent sound quality ? But the mic isn't really good the other person will hear your voice at low pitch Although every thing is perfectly fineREAD MORE,4
"This headaphone is amazing qualities as boat promise to give..!! I borrow this 2 days back and now i love to have this..!! Sound quality,Bass,Value for money, sound clearance, design nd battery power all were the best as compare to others brand🔥READ MORE",5
It was amazing produt at this price  super sound quality and bass is also soooooo good it was 2 in 1 produce we can use bluetooth and wire supp productREAD MORE,5
"I bought in May 2019 and in June 2020, they’ve  completely stopped working!! they don't charge, they do work if not connected to a charger and audio is not clear either!!!not recommended , buy other products in this range. Go for earphones rather than headphonesREAD MORE",2
Personally I like boat brand that's why I'm purchased. 1)Design 2) sound .cons 1) doesn't fit 2) Mic does not work properly.. it's not comfortable on ear... BTW overall it's good product.. I'm purchased for RS 1400 during this Covid Lockdown..READ MORE,3
Go for it.... nice sound.. good clarity and fastest connection..READ MORE,4
"*GENUINELY REPLYING A FEEDBACK* Battery backup didn't stand on my expectations hardly works for 3 and a half hour, mostly i liked the colour the and the design, but isnt comfortable with the cushion its too hard for ears to hold for 20 minutes, i litterally not using this Device rather that, i would refer to buy a muve aucostics headphone in the same range but a way more comfortable cushion and by a Backup of 15hours!!!!! With stunning detaails of musicREAD MORE",1
Awesome built quality. I might have purchased it when there was no offer and spent may be couple of hundred more but worth every penny. Easily connects via wireless to any latest devices and laptops. Very good range and clarity. Can be used for rough and tough use.READ MORE,5
"Battery backup is okay, generally gives about 3-4 hrs of usage on full charge. When the battery is about to die, the number of times it notifies gets irritating, so you won't be able to listen to anything except the notification of the battery being low.The microphone performance is really bad, it seems like you are talking from a distance.The ear pads are small, it is comfortable for a use of 30 mins but if you want to use it for hours it is not good, it will start hurting you.The so...READ MORE",3
Mic is not working properly especially in calls. Sound quality is very good and bass is excellent. Good for 1400 bucks. Battery backup is up to its mark. Finally a good productREAD MORE,4
after use of 1.5 yr i am satisfied with this product at 999  . sound quality is awsome and for loud lover this is the bestREAD MORE,4
Sound quality is way too gud. Most of the reviews are about non functionality of both sides  while using AUX cable. But surprisingly both sides worked for me. Just in love with it. Also supports Smart TV.READ MORE,5
Awesome sound and bass... Made with plastic.. but it is okey to use... good quality Perfect for this price... iam very happyREAD MORE,5
"The stuff is really great at this price range. I am writing this review after using for a week.Pros:1. Superb bass , really super extra bass!!2. The sound quality is great , it has great clari3. I design is awesome ,great to look whether while wearing or just keeping on neck4. The AUX cable is a real help , literally you don't need to think much about battery if it by your side5. The battery life is awesomeCons:1. The headband is too tight ,it makes it uncomfortable. After a using for...READ MORE",4
Product is cool sexy in looks...But cushning is not that much goodBass is..nice... quality of sound is grtOver all nice product ....READ MORE,4
This review is after 2 weeks usage........It's one of the top quality product from boAt. Nice sound quality ...... amazing bass.... although it has got some issues regarding connectivity. But keeping it aside awesome product.......READ MORE,4
very nice product and even packing is very good and even 1 day delevery i love this product thank u vry muchREAD MORE,5
Nice from Flipkart l love this management thank you so much you gave me nice productREAD MORE,5
It has a very good sound quality and very good product and is  easy to connect it with bluetooth. I prefer all to buy it.READ MORE,5
Writing this review after 9 days of usage:-The sound quality is rich and impressive along with the bass that makes you feel that you are in the music. Noise cancellation is also great. Battery backup is excellent. Although I found little discomfort in the ears after 1hr or 2hr of continuous usage because the headset is a little tight. Overall a great headphone to consider at this price range. Great job done by Boat and thanks to flipkart.READ MORE,5
"Earlobes hurt even after 10-15 minutes of usage,Bass and loudness is good, but I think one should go after over-the-ear models for the better feel of music and noise cancellation, Battery backup and the dual usage mode is especially good about this device, even mic has no problems as suchBut I  highly doubt the build quality and suspect it won't last long,  definitely can't be packed in suitcases or carry bags lest it breaks, so only safe place is the neck.Overall it serves the purpose, b...READ MORE",3
"Nice head phone, sound quality is good Battery back up is also fine it goes more than 8hrs.The cons I found is the ear buds are small and continuous use may lead to some pain in ears.Build quality is also strong. Nice product.Iam proud that it's not a china product but it's an made in India product.#boycotchinaREAD MORE",4
"Not worth the money. Its not been a month and the aux cable got non functional. Sound quality is like the headphones that are available at the footpath markets or the electronic product seller train. the battery has a strong backup, u can use upto 2-3 days without charging. Can't hold for more than 20 mins in ear, it cause muscler pain. If you play games like pubg the by connecting through Bluetooth, sound effects lags timing. Pros:Battery backupNoise cancellationCons:Sound qualityBuil...READ MORE",3
Good quality for boat 400 rockers... Best of the headphone bass quality is very good ... Thank u for filpkartREAD MORE,5
Good bass. Sound quality is good. But best clarity can be enjoyed in wired mode.Bluetooth mode sound quality: 8/10Wired mode sound quality: 9/10Value for money: 10/10READ MORE,5
There cannot be a better product from such a low price. I love using it. you can buy it without any doubt. I have not seen any lack of it till now. such a full of quality as well as good sound. Jay Hind 🙏READ MORE,5
Best headphones for regular use I had used till date but some points to know before buy ( 1). the strap will get lossen up pretty soon (2). the Bluetooth is good but the range is not good . this problems are not very big and I recommend this product to every oneREAD MORE,5
I have been using from 6 -7 months ..the bass is excellent..it is like noise cancellation headphones..the sound is good..but sometimes the right one makes trouble while connecting to the Bluetooth..but due to the wireprovided there is no defect..it occurs only when connecting to Bluetooth..But overall it is a nice and stylish headset to experience the music ignoring to the world🥳🥳🥳🔥🌟🌟READ MORE,3
"Value for money,nice bass and it's  looking pretty good in this price segment, really the bass is punchy and I recommend to buy and if you have any MI phone you can connect through Aux and can on the sound enhancer.....veryy good productREAD MORE",4
"This is my genuine review Sound quality is nice and clear 👌Bass is just average I recommend boat rockerz 510😔Build quality is so waste. It broke up in 2 monthsMic is below average 😔😔 not clearWhen the music is changing then there is a small bit of disturbance If you like to show off this is best ,For powerful bass boat rockerz 510 is bestREAD MORE",1
"This is a honest review on boat rockerz 400 This product is really awesome u can buy this headphones for playing games,songs etc.it has a battery life of 8-9 hours and the charging time is 2 hours and it also have extra bass and there will not be any problem in sound...and this is really awesomeREAD MORE",5
"Headset looks good, and sound quality is also good at this range,But within next 5-10 minutes after wearing, it hurts your ears,In first use I was frustrated, but after spending some time using this boat, I have found a perfect way to wear it.Overall good headphone,Just You have to learn a perfect way to adjust it over your ears.READ MORE",4
Excellent !! Sound quality is good and it's work very well must buyREAD MORE,5
??The best bluetooth headset I've ever used . I'm out of words to describe this product. Just loved it . just go for it you will love itREAD MORE,5
material quality is very best as well sound and bass is superb .and during lockdown i received my order within 1 dayREAD MORE,5
Mic quality is not good but headphone is really nice loved it and sound quality bass quality is too good but there should be noise cancellation mic for better calling experienceREAD MORE,4
Good product as it's price. Sound quality is good too but i experienced some issues after using it for few months. Whenever i watch a video the sound goes mute and i have to rewind the video to unmute it. It gives an extra wire for the headphone along with the usb. Design is rocking and well built. Keys are okay but can be improved a little bit. And battery life is good but it starts draining frequently after a little long use.READ MORE,4
M truly happy with flipcart this head phone is extremely work's good and best in this prize rangeI would like to recommend u guy's to go with this head phone💓READ MORE,5
Superb sound very nice everything blockbuster product thank you so much Flipkart love you all...READ MORE,5
"Quite a rock solid performer. The sound quality is better compared to same product in the market. definitely worth buying, I took it after lots of review reading and happy with the purchaseREAD MORE",4
Bass is heavy but don't expect like in a premium headphones.. sound quality is good not excellent.... good deal for 1000 bucks...READ MORE,3
"After using 5,6 days Now i m ready to say something about boat rckrs 400 the design, sound quality,bass and battery backup is in super condition. We use it in full day and charge it only one and half our in 24 hours product is able to give full day battery life  performance if btry going to low thn dont take tnsn you will able it to use by aux cable. In short this product is best in 1499 amount. Go for it.READ MORE",5
"Loved the headphone. Great quality, perfect colour combo, super extra bass effect, handy 🤍💚READ MORE",5
"Extraordinary sound, feels ur top of the world. good work BoatREAD MORE",5
Good bass and good sound very useful and it is best for playingREAD MORE,5
"Good product,bass is very clear & feeling comfortable to wear.i got only in 2 days after order .such a fast delivery it is.READ MORE",5
"I used this headphone from 7 months. After 7 month, the band break. The band quality is low. Better than this u can buy other good quality headphones. Till 7 month it's run really fantastic. But now it's disappointed me for this band quality. U can go other headphone better than this. And Bluetooth version is also low.READ MORE",2
Nice product and worthy for money the battery backup is really good it's been more than 10 months good backup and sound is very goodREAD MORE,5
It is very comfortable and it's look is awesome it's sound are very good and bass are more good . according to my point of view it is very good for music lovers and it's battery are awesome 👌 i am very happy with this product and I am use it first off all then giving a feedback after using this 4 monthREAD MORE,5
Superb quality but a little bit tight.Bluetooth connectivity is average.Bass is clear and High. If u want good sound quality.. good bass and a wireless headphone then go for it.READ MORE,5
Nice headphones but unable to make a clear conversation with other callers. We are able to hear their voice clearly but from our side it's not possible better u purchase boat headphones which is in 700 range without BluetoothREAD MORE,5
"The best ever headphones I have ever bought, The sound quality is awesome and the design is also very cool. Worth every penny as compared to 💀 Skullcandy.READ MORE",5
"The sound is good with decent bass and good battery backup. I got it in a special price RS.899 and worth of money. Noice cancellation is too bad. Others cannot hear us, if we are in a noicy place or traveling. Overall a good product in this price rangeREAD MORE",4
"Not suitable for calls, During calls getting lot of noice, not able to hear audio clearly from both sides. Not at all good for call, good enough for musicREAD MORE",2
Auxiliary cable doesn't work good. But overall product is good. Sufficient charging and good sound quality. Good blutooth range.READ MORE,4
If you are looing for comfortable one these are not a choice but if you have short ears you are  recommended to buy it sound quality is fabulous ❤️READ MORE,3
"this headphone are awesome the performance is superb i absolutely recommend you to buy this because it's sound quality is excellent, bass is also awesome and built quality is totally amazing this is the best headphone ever and value for money also.😊READ MORE",5
Awesome sounds quality and battery backup amazing and more comfortable looking wise lovely productREAD MORE,5
Just awesome product with awesome sound quality and deep bass. It's my personal opinion to buy this at such a reasonable price.  Thank you flipkart for this awesome product.READ MORE,5
All good but connectivity problem...and in call it always lags and sound quality is excellent base is really too much excellent 🔥🔥 battery backup is good....all good but bcz of old version of Bluetooth maybe calls lags...READ MORE,3
"Good Quality, Good Style and great experience of bass boost in wireless, comfortable for pubg also. If you are searching a good wireless and Wired headphone, this is the best headphone, I loved it😍READ MORE",4
I loved the Boat rockerz 400. The battery backup is amazing. The fit is also perfect. The earcups are easily adjustable and the bass is also good. Also love the color :) I liked almost everything about the headphones. I wear them to the gym everyday. They aren't sweatproof so I have to remove them and wipe the sweat that gets accumulated in the earcups. The incoming and outgoing call facility is amazing. Overall it's a Best buy.READ MORE,4
"Good experience but I got headset wich onside is litle sound is low , but the bass is extremely good it was a good experienceREAD MORE",3
"Well after using it for 6 months now, Its worth in Rs 999. Sound quality is pretty good, looks are also good. Although it was a bit tight on ears initially but now i would say it has loosened up to fit the comfort level. It's sound is actually good. But Bluetooth range is bad, it looses connection once u get out of room and mic also doesn't work properly sometimes. But if you are getting it for INR 1000 should go for it. Although can compare it with mivi headphones.READ MORE",4
OMG! this is a value for money product and as committed by company bass is awesome 😍 and build quality is too good if your budget for buying the headphones is under 1500 i personally recommend u to go for it such a nice productREAD MORE,5
"these headphone are so good that i have ordered it twice. it has the best bass and sound quality , the look of the headphone are so good and it look so desirable..........READ MORE",5
"Well after using it for 6 months now, Its worth in Rs 999. Sound quality is pretty good, looks are also good. Although it was a bit tight on ears initially but now i would say it has loosened up to fit the comfort level. It's sound is actually good. But Bluetooth range is bad, it looses connection once u get out of room and mic also doesn't work properly sometimes. But if you are getting it for INR 1000 should go for it. Although can compare it with mivi headphones.READ MORE",4
OMG! this is a value for money product and as committed by company bass is awesome 😍 and build quality is too good if your budget for buying the headphones is under 1500 i personally recommend u to go for it such a nice productREAD MORE,5
"these headphone are so good that i have ordered it twice. it has the best bass and sound quality , the look of the headphone are so good and it look so desirable..........READ MORE",5
Superb headphones and its sound is very clear. While speaking to a person with its inbuilt mic is ok. It can used more than 1hrs in bluetooth. Also it has inbuilt aux output. Overall it is awesome speaker. Thanks for providing me this headphone and thanks for fast delivery.READ MORE,5
"Mind Blowing, this is an awesome and brilliant gadget, perfect for travels, it's light and easy to carry, the charging is super fast. The sound quality is amazing for the price. Just for itREAD MORE",5
worth buying and super power with super base totally budget friendly and handyREAD MORE,5
"Its a nice product from the truatable brand boat , it's battery quality is phenominal, bass is decent and audio is also an average but it's worth to buy it just ho for itREAD MORE",5
Can't express the goodness it's good enoughsound is outstanding bass is outstanding battery backup is outstanding everything is outstanding in this productREAD MORE,5
"Great For both Wireless and Weird use. Bass is great and works very good with all my devices. Battery Backup is also Good,for me at max sound it gave 6 hr backup.READ MORE",5
Good but it paining on ear. It should have some smooth and over the ear compatibility although sound and bass quality is better than other products in this range.READ MORE,4
"It's been almost a year when I purchased this(April 2019). It is working same from the date when I used it for first time.There one drawback so I gave 4 stars. That is the mic is not very good when at a call. When I play games, it works awesome but when on a call the voice is not very clear from my side.Rest assured, it is the best headphone at this price range. I would tell to go for it.READ MORE",4
super sound awesome bass good for dj song.... battery back up is also good I got it aginst 999 rs... really really nice headphoneREAD MORE,5
"overall product is very nice . In looks it's very stylish , light weight .sound quality is also goodREAD MORE",4
"after 10 days of use im writing this review . First of all its an amazing product from boat what an performance sound quality is awesome and bass was kick your ears😘👌 build quality is good but if your wearing on your ear you will think it wil break easiley but nop its strong build quality i assure.pros: bass extreme ,battrey backup super,build quality cool, and    ... Cons:you will realise your ear was paining in minutes but its only on first time then it will become comfortable,i recieved ...READ MORE",5
I buy it for my child he liked it very much.It's also very good for playing a royal battle game... i also liked it very much.READ MORE,5
"Very good product...am writing this after using it for more than 6 months ,and I am very satisfied and loved itREAD MORE",5
"if u want buy for listening song it's superb and mind blowing,if u want buy for calling it's not good bcoz sometime u can't talk clear other wise u can buy itREAD MORE",4
It really performs good my son liked it very much .It is of best quality. Love your products flipkartREAD MORE,5
Too good product..... You can trust in this productREAD MORE,5
Veri good night fast delivery good product sound base very well battery backup good very goodREAD MORE,4
Good product. Worth for money. I have buy it for Rs999.00. But boAt Rockerz 600 is a better one.READ MORE,4
This is my honest review after using it for a couple of days please do remember this before buying the headphones-pros-1.superb bass and sound quality 2.noise cancellation is superb I used them in bus and wasn't able to hear sound coming from outside3.price of the product is really low for this price you won't get any other product this good4.the looks are definitely awesomecons-1.bluetooth connectivity is poor as the Bluetooth version is 2.1 it lags sometime and you might feel small g...READ MORE,5
I think its a decent average headphones with moderately sounding bass and max 2 to 3 hrs of battery sustainability again its according to your usage. Well its quite comfortable to wear and to carry but my huge drawbacks for these headphones are its microphone which doesn’t work at all and its not at all noise cancelling headphones.READ MORE,3
I think the headphones are par beyond my expectations in a good way cause I wasn't expecting such strong bass and sound quality is premium at such affordable price.Lovely design giving a sporty look and is easy to carry. Kudos to Boat manufacturing team and thanks a lot Flipkart for offering it at Rs 999/- only.Bass lover - best buy at affordable price.READ MORE,5
"it's really good experience with boat rockerz ... good quality of sound , bass is most imp thing in that headphone ... so , easily foldable nd easily pickup on exercise or gaming time ... really thnx for boat company for this beautiful products . nd i wish ,u will definitely make different headies for best heads ..... so keep it up guys ...READ MORE",4
overall its a nice product ... bass is good .. voice accuracy is little inaccurate while playing songs .. battery backup is also good ... range is not actually 10m within 6-7min range it can be used... overall its a good product or we can say the  best value for money deal specially during the sales .. it little tight on ear .. so it can not be used for the day long ... except the mentioned issues it's very nice..READ MORE,4
The boat rockers 400 is a typical budget friendly purchase . I got it for Rs999 and its definitely worth the value or i should say more than it . The bass is great and it supports well . It might be tight on ears for first few days but then it is perfect .Valuable product.READ MORE,5
"so the boat rocker was best choice if you can buy a buget headphones, bass is nice and bulid quality is also good but it's not comfortable for long period useREAD MORE",4
Amazing delivery by flipkart. simply a superb product i loved it. clear sound clarity and nice bass.  More than a worthable for the price 999READ MORE,4
"Wow the headphones is super ,super voice , battery also good this the best headphones , I got this in 999 rs, Wow  it's very cheap , Thank u flipkart I love flipkartREAD MORE",5
The boat rockers 400 is a typical budget friendly purchase . I got it for Rs999 and its definitely worth the value or i should say more than it . The bass is great and it supports well . It might be tight on ears for first few days but then it is perfect .Valuable product.READ MORE,5
"so the boat rocker was best choice if you can buy a buget headphones, bass is nice and bulid quality is also good but it's not comfortable for long period useREAD MORE",4
Amazing delivery by flipkart. simply a superb product i loved it. clear sound clarity and nice bass.  More than a worthable for the price 999READ MORE,4
"Wow the headphones is super ,super voice , battery also good this the best headphones , I got this in 999 rs, Wow  it's very cheap , Thank u flipkart I love flipkartREAD MORE",5
suburb and amazing product I loved it I suggest you all to  buy the boat headphones through flipkart only and nice seller and fast delivery by ekartREAD MORE,5
Boat Rockerz product is good but little bit disappointed with its hardware . It should me made strong .Otherwise the product is awsm 1.Sound quality superb.2.Bluetooth Range is also good .3.Bass is superb I can feel the song with headphones. I love itREAD MORE,5
Stunning Product!! It looks phenomenal to me & compatible in head. Comes with the Top-notch quality at a reasonable price tag.READ MORE,4
"volume above 60℅ and the person beside you can also enjoy the songs lol. Bluetooth quality is not good if put your mobole in pocket or bag the music becomes glitchy. Anyway good for the price though and for better bluetooth quality and sound conceling quality i suggest you increace your budget, this one is fine in this price.READ MORE",4
It’s just awesome It has the best bassIt’s pretty light in weight It’s treble is coolAbove all it is the best budget headphoneREAD MORE,5
"it is a very good product.,...really happy with the flipkart services in my area,,,,,,,and the product is also very nice........and the base is very goodREAD MORE",5
it's a wonderful full product very happy with the way it's works and sound quality . but if continuiously used for a longer period  the ears hurt.  delivery by flipkart was on timeREAD MORE,4
the perfect one for whose looking for a balanced audibility with a better Bass experience... it enhances the richness of music... extra bass is not at all a distraction for good quality of sound....  I'm happy with the product 😇😇💌READ MORE,4
Sound quality is great also compact size makes it very easy for usage during travelling . Loved it!!!!READ MORE,5
An amazing headphone under 1000/-. I use it mainly for gaming the and there is very minimal/zero latency.You can hear every detail in the game and is really helpful. Portable too. The build is not the best I would say and is definitely not the lightest wireless headphone around but I'm confident that this is worth the money.Sometimes I use it with my laptop using the 3.5mm cable and happy with it.READ MORE,5
better product good in sound quality and two way useable thank you sellerREAD MORE,5
"it's pretty  good  , everythings fine   but  the only  thing is that  I ordered this  on 4th December   and it showed that it would  reach on 18 Th December  to 19th December   but I got this on 29 December   !  I almost  lost hope for this product  but thank God I got thisREAD MORE",4
first of all flipkart deliver and agent behavior so good and reliable.secondly boat headphone quality and durability so good far as i aspect ed which is fascinated me also.lastly thank to flipkart for such a grate  product to delivery and i recommend everyone for buying this product.READ MORE,5
"Pros : Good quality of materials are used , handles day to day use easily . Good quality sound , bass is ok .cons : Range is low . Can have connectivity problem in crowded places like bus,train .It's best in this price range .READ MORE",4
great headphones in affordable price segment. The muffs can be tight when u first use it but it's going to get better over time and it gets adjusted.READ MORE,5
"I got one defective product first time, then I returned it and ordered new one, as the seller dont have replacement policy. I was unable to hear sound from one speaker from first purchase. When new one arrived, I just shocked, it was mind blowing. Super bass, crystal clear sound, it do work without Bluetooth, we can connect it through aux cable which is supplied with it. Also got charging cable. Charging cable is not up to the mark, very cheap. When I received the parcel, Original product bo...READ MORE",5
first of all flipkart deliver and agent behavior so good and reliable.secondly boat headphone quality and durability so good far as i aspect ed which is fascinated me also.lastly thank to flipkart for such a grate  product to delivery and i recommend everyone for buying this product.READ MORE,5
"Pros : Good quality of materials are used , handles day to day use easily . Good quality sound , bass is ok .cons : Range is low . Can have connectivity problem in crowded places like bus,train .It's best in this price range .READ MORE",4
great headphones in affordable price segment. The muffs can be tight when u first use it but it's going to get better over time and it gets adjusted.READ MORE,5
"I got one defective product first time, then I returned it and ordered new one, as the seller dont have replacement policy. I was unable to hear sound from one speaker from first purchase. When new one arrived, I just shocked, it was mind blowing. Super bass, crystal clear sound, it do work without Bluetooth, we can connect it through aux cable which is supplied with it. Also got charging cable. Charging cable is not up to the mark, very cheap. When I received the parcel, Original product bo...READ MORE",5
It's the best at this price range. But one side stopped working about a month. But it was replaced by boat company.. Good one.. Worth it!!READ MORE,5
Very nice product by boat best Bluetooth handset at this price i loved it soo much highly recommend thisREAD MORE,5
Very good headphones. The comfort factor is really good. There is an advantage in that it can be used as both wireless or wired. Overall great value for money.READ MORE,5
first time I am giving my review. friend believe me it is a very good product..everything is fine and good. you will feel happy after purchasing it.READ MORE,5
nice headphone but bluetooth range kaam hai long distance is doesn't work but sound quality is best and battery is also good ....thank you FlipkartREAD MORE,4
headphone quality is very super and the base is very Panchi and clear clear sound I love the quality of headphone the Bluetooth connectivity is also very good and the charging time is also very less its charge only 2 hours better sound in better qualityREAD MORE,5
Overall a very good Bluetooth headphone in this range. But when i talk with on phone using this headphone the opposite person shouldn't get my voice clearly some time the receiver  was not getting me a little. This is the only reason why I was returned this after trying it 2 days. Otherwise it was very good for listening songs only.READ MORE,3
"Nice headset, super sound, super base quality, good battery backup...overall goodREAD MORE",5
sound quality is truly amazing... but cant use more than 1hour .ear starts paining. not comfortable fit.bluetooth is fine for music but it dorsnt work properly when watching videos in bluetooth mode(buffer problem)READ MORE,3
Sound quality is good bass is superb but battery life is not good . After three months it couldn't start so if think to buy this I suggest u to that buy some little boat earbuds or other boat neckband which really good as compared to this  so last thanks Flipkart for taking my reviewREAD MORE,3
Writting this review after 6 months of use Genuinely this sounds good 👌 but this is not very comfortable after using for 1 hours this hurts a lot its very tight to ears and they claim 6 hours of playback and its gave me around 4.5 hours of battery life and when it reaches 100%-30% it suddenly die. Hope this review helpful to you.If planning to buy this headphone u have to compromise with the comfort.READ MORE,3
Not comfortable for long time use ...lakin 2 hr use k lea best h or sound toh very good es price range mREAD MORE,5
This is a really awesome wireless headphone as compared to its price n all its really worth of money. Totally in love with this product.READ MORE,4
"product is good over it's a good company, and however dint like the courier fellow spoken to me wile made call to him to ask when he will be coming to house to deliver it was sound like not interested in talking to customer on the phone rude way sounded  plus he dint had a change.....READ MORE",5
verry good product. I am a music producer. I've use many headphones. but this is an amazing product. you can actually feel the bass. and battery backup is amazing. I don't even charge it 2 3 days . great product if you are a music fan. than go fot itREAD MORE,5
I can't believe this kind of advanced features provided by boat in a minimum price.....it's too cool and impressive gadget...I love it.READ MORE,5
Super low price for an extraordinary product. Bluetooth connection is quick with my samsung. Bass quality is really good and doesn't sound harsh. The headphones are lightweight and portable. It also comes with aux cable just in case if battery dies. The beep sound is pretty strong if the volume is high. Best bluetooth headphones you can buy for the price 999rs. We need more such products from Boat.READ MORE,5
Awsome and extordinary product.... It's has really good sound quality.... It refreshes me when I hear soft music.... But It needs better base quality.READ MORE,5
*Bass works best (5/5) with aux cable otherwise 4/5.*with this price.. this is the best product. *I got it in 999. If it is 1.5k then se for other options. otherwise this is the best.READ MORE,5
best one you love this product it was awesome and best sound quality and battery backupREAD MORE,5
nice work very well and rewarding experience with this isREAD MORE,5
"After using it for more than month here is a honest review. Sound Quality, Bass and Battery time are good. But main concern is connectivity. You can feel bluetooth connection issues using headphones even if your phone is in pocket, specially when you are making calls. They claims 10 meters range but tbh its pathetic. Also Microphone is not efficient as it doesn't have noise cancellation, so other party can't hear you properly when you're outside or surrounded. Good thing is, it can be used in...READ MORE",2
nice headphones with superb bass but not comfortable on ear good battery pack up still worth buyingREAD MORE,5
the best in the world what a bass  of the product i like it too much  and the best thing in it is a colorREAD MORE,5
"It's been 3 month I'm using this headphone, Personally I'm Boat speaker and headphone lover I'm already having 2 speaker and 1 headphone for my family but this headphone really not upto the level. first time I'm hearing the audio i didn't like the audio quality but after it's ok and bass is overwhelming bcoz of that in high volume music gets distorted. Build quality is ok but it won't fit for everyone for me it fits ok but for my family members it's not fitting well they are feeling discomfor...READ MORE",3
"nice quality headphones,high quality beats and crystal clear sound but there is also a fault that when i plug the jacks it sounds clear but when i use the Bluetooth feature,it feels something like uuuuuuREAD MORE",4
nice headphones with superb bass but not comfortable on ear good battery pack up still worth buyingREAD MORE,5
No doubt on this its awesome But its not for hard core gaming if u play sound got delay.. if u have trust on this company n really liked it take this..If u dont have budget to take another one dont get upset put a ox cable and then play it works correctly  for ur gaming...READ MORE,4
the best in the world what a bass  of the product i like it too much  and the best thing in it is a colorREAD MORE,5
